,baseDate,baseTime,T1H,RN1,REH,PTY,WSD
0,20220101,0000,-6.0,0.0,41.0,0.0,1.9
1,20220101,0100,-3.9,0.0,35.0,0.0,0.8
2,20220101,0200,-1.8,0.0,34.0,0.0,0.9
3,20220101,0300,0.4,0.0,32.0,0.0,1.0
4,20220101,0400,1.5,0.0,33.0,0.0,1.9
5,20220101,0500,1.9,0.0,35.0,0.0,1.8
6,20220101,0600,1.5,0.0,35.0,0.0,2.5
7,20220101,0700,0.0,0.0,39.0,0.0,1.2
8,20220101,0800,-1.0,0.0,44.0,0.0,0.9
9,20220101,0900,-1.1,0.0,46.0,0.0,1.4
10,20220101,1000,-1.9,0.0,47.0,0.0,2.1
11,20220101,1100,-2.4,0.0,49.0,0.0,1.6
12,20220101,1200,-2.4,0.0,51.0,0.0,1.1
13,20220101,1300,-2.5,0.0,54.0,0.0,1.2
14,20220101,1400,-2.7,0.0,55.0,0.0,1.9
15,20220101,1500,-3.0,0.0,56.0,0.0,2.0
16,20220101,1600,-2.3,0.0,57.0,0.0,1.9
17,20220101,1700,-1.9,0.0,56.0,0.0,2.4
18,20220101,1800,-1.8,0.0,55.0,0.0,2.0
19,20220101,1900,-1.7,0.0,56.0,0.0,2.3
20,20220101,2000,-1.9,0.1,71.0,3.0,1.0
21,20220101,2100,-2.1,0.2,82.0,0.0,1.5
22,20220101,2200,-2.1,0.0,83.0,0.0,2.4
23,20220101,2300,-1.6,0.0,81.0,0.0,0.4
24,20220102,0000,-0.1,0.0,80.0,0.0,2.2
25,20220102,0100,0.2,0.0,79.0,0.0,3.1
26,20220102,0200,1.7,0.0,71.0,0.0,2.5
27,20220102,0300,1.9,0.0,66.0,0.0,3.1
28,20220102,0400,2.4,0.0,48.0,0.0,3.3
29,20220102,0500,2.6,0.0,45.0,0.0,3.2
30,20220102,0600,2.5,0.0,46.0,0.0,2.7
31,20220102,0700,0.6,0.0,46.0,0.0,3.4
32,20220102,0800,-0.7,0.0,40.0,0.0,2.8
33,20220102,0900,-1.8,0.0,41.0,0.0,2.0
34,20220102,1000,-2.8,0.0,47.0,0.0,1.9
35,20220102,1100,-3.1,0.0,47.0,0.0,0.9
36,20220102,1200,-3.9,0.0,48.0,0.0,1.8
37,20220102,1300,-4.3,0.0,49.0,0.0,2.7
38,20220102,1400,-5.3,0.0,52.0,0.0,1.8
39,20220102,1500,-6.0,0.0,53.0,0.0,1.6
40,20220102,1600,-6.3,0.0,58.0,0.0,1.2
41,20220102,1700,-7.0,0.0,61.0,0.0,1.6
42,20220102,1800,-7.1,0.0,58.0,0.0,1.2
43,20220102,1900,-7.3,0.0,59.0,0.0,1.4
44,20220102,2000,-7.7,0.0,54.0,0.0,1.7
45,20220102,2100,-7.9,0.0,55.0,0.0,2.7
46,20220102,2200,-7.5,0.0,57.0,0.0,1.9
47,20220102,2300,-6.3,0.0,54.0,0.0,1.3
48,20220103,0000,-3.0,0.0,49.0,0.0,1.7
49,20220103,0100,-0.4,0.0,41.0,0.0,1.2
50,20220103,0200,1.3,0.0,35.0,0.0,1.6
51,20220103,0300,1.5,0.0,42.0,0.0,3.4
52,20220103,0400,1.8,0.0,46.0,0.0,2.1
53,20220103,0500,2.0,0.0,48.0,0.0,2.1
54,20220103,0600,2.1,0.0,50.0,0.0,1.9
55,20220103,0700,1.4,0.0,57.0,0.0,1.6
56,20220103,0800,1.3,0.0,60.0,0.0,2.0
57,20220103,0900,1.3,0.0,66.0,0.0,1.9
58,20220103,1000,1.2,0.0,70.0,0.0,2.0
59,20220103,1100,1.1,0.0,75.0,0.0,1.9
60,20220103,1200,0.8,0.0,76.0,0.0,2.3
61,20220103,1300,0.6,0.0,78.0,0.0,1.7
62,20220103,1400,0.7,0.0,81.0,0.0,1.2
63,20220103,1500,0.6,0.0,79.0,0.0,2.4
64,20220103,1600,-0.7,0.0,76.0,0.0,1.9
65,20220103,1700,-1.7,0.0,78.0,0.0,2.1
66,20220103,1800,-2.4,0.0,75.0,0.0,2.3
67,20220103,1900,-2.9,0.0,74.0,0.0,2.3
68,20220103,2000,-3.6,0.0,74.0,0.0,2.3
69,20220103,2100,-3.9,0.0,74.0,0.0,2.8
70,20220103,2200,-4.5,0.0,75.0,0.0,2.9
71,20220103,2300,-4.0,0.0,72.0,0.0,2.9
72,20220104,0000,-3.0,0.0,63.0,0.0,2.8
73,20220104,0100,-1.4,0.0,51.0,0.0,3.0
74,20220104,0200,-0.3,0.0,49.0,0.0,2.7
75,20220104,0300,0.1,0.0,42.0,0.0,2.6
76,20220104,0400,0.8,0.0,35.0,0.0,3.1
77,20220104,0500,0.9,0.0,31.0,0.0,3.8
78,20220104,0600,0.7,0.0,29.0,0.0,2.7
79,20220104,0700,-0.7,0.0,30.0,0.0,2.8
80,20220104,0800,-1.7,0.0,31.0,0.0,2.5
81,20220104,0900,-2.2,0.0,33.0,0.0,2.9
82,20220104,1000,-2.7,0.0,35.0,0.0,2.1
83,20220104,1100,-3.7,0.0,38.0,0.0,1.9
84,20220104,1200,-4.7,0.0,42.0,0.0,0.8
85,20220104,1300,-5.1,0.0,43.0,0.0,1.2
86,20220104,1400,-5.6,0.0,47.0,0.0,0.8
87,20220104,1500,-6.1,0.0,48.0,0.0,1.9
88,20220104,1600,-6.6,0.0,49.0,0.0,2.2
89,20220104,1700,-6.9,0.0,53.0,0.0,2.0
90,20220104,1800,-7.2,0.0,52.0,0.0,0.8
91,20220104,1900,-7.4,0.0,55.0,0.0,1.5
92,20220104,2000,-7.6,0.0,56.0,0.0,2.2
93,20220104,2100,-7.6,0.0,56.0,0.0,1.3
94,20220104,2200,-7.3,0.0,58.0,0.0,2.2
95,20220104,2300,-5.8,0.0,55.0,0.0,1.1
96,20220105,0000,-3.6,0.0,49.0,0.0,1.6
97,20220105,0100,-1.7,0.0,45.0,0.0,0.8
98,20220105,0200,-0.1,0.0,39.0,0.0,1.6
99,20220105,0300,0.5,0.0,36.0,0.0,2.8
100,20220105,0400,1.3,0.0,35.0,0.0,2.0
101,20220105,0500,1.8,0.0,36.0,0.0,1.0
102,20220105,0600,1.7,0.0,36.0,0.0,1.3
103,20220105,0700,1.2,0.0,40.0,0.0,2.2
104,20220105,0800,0.8,0.0,42.0,0.0,1.7
105,20220105,0900,0.0,0.0,43.0,0.0,1.4
106,20220105,1000,-0.7,0.0,45.0,0.0,1.2
107,20220105,1100,-0.8,0.0,47.0,0.0,1.7
108,20220105,1200,-1.4,0.0,47.0,0.0,2.7
109,20220105,1300,-1.9,0.0,49.0,0.0,1.8
110,20220105,1400,-2.6,0.0,52.0,0.0,1.3
111,20220105,1500,-3.2,0.0,55.0,0.0,2.2
112,20220105,1600,-3.9,0.0,56.0,0.0,1.7
113,20220105,1700,-4.6,0.0,60.0,0.0,1.3
114,20220105,1800,-4.6,0.0,62.0,0.0,2.3
115,20220105,1900,-4.9,0.0,61.0,0.0,1.2
116,20220105,2000,-5.2,0.0,61.0,0.0,2.9
117,20220105,2100,-5.4,0.0,59.0,0.0,1.8
118,20220105,2200,-5.8,0.0,64.0,0.0,2.6
119,20220105,2300,-4.5,0.0,60.0,0.0,2.5
120,20220106,0000,-2.3,0.0,48.0,0.0,2.1
121,20220106,0100,-0.8,0.0,39.0,0.0,3.5
122,20220106,0200,1.0,0.0,36.0,0.0,2.5
123,20220106,0300,1.7,0.0,33.0,0.0,3.4
124,20220106,0400,2.5,0.0,30.0,0.0,4.4
125,20220106,0500,2.9,0.0,31.0,0.0,4.1
126,20220106,0600,3.0,0.0,31.0,0.0,2.7
127,20220106,0700,1.5,0.0,34.0,0.0,2.3
128,20220106,0800,0.4,0.0,37.0,0.0,2.1
129,20220106,0900,-0.1,0.0,37.0,0.0,3.0
130,20220106,1000,-1.4,0.0,42.0,0.0,1.6
131,20220106,1100,-2.0,0.0,44.0,0.0,1.7
132,20220106,1200,-2.7,0.0,47.0,0.0,2.2
133,20220106,1300,-3.5,0.0,50.0,0.0,1.0
134,20220106,1400,-4.2,0.0,52.0,0.0,1.1
135,20220106,1500,-4.6,0.0,55.0,0.0,0.8
136,20220106,1600,-4.7,0.0,57.0,0.0,0.3
137,20220106,1700,-4.8,0.0,57.0,0.0,0.5
138,20220106,1800,-5.2,0.0,58.0,0.0,0.4
139,20220106,1900,-5.4,0.0,58.0,0.0,1.0
140,20220106,2000,-5.6,0.0,61.0,0.0,1.1
141,20220106,2100,-5.6,0.0,61.0,0.0,1.1
142,20220106,2200,-5.6,0.0,65.0,0.0,1.0
143,20220106,2300,-50.0,-1.0,-1.0,-1.0,-1.0
144,20220107,0000,-2.1,0.0,57.0,0.0,0.6
145,20220107,0100,1.3,0.0,44.0,0.0,1.6
146,20220107,0200,2.4,0.0,36.0,0.0,1.8
147,20220107,0300,2.7,0.0,29.0,0.0,1.9
148,20220107,0400,3.7,0.0,26.0,0.0,2.2
149,20220107,0500,4.2,0.0,24.0,0.0,2.8
150,20220107,0600,3.9,0.0,22.0,0.0,2.5
151,20220107,0700,2.1,0.0,26.0,0.0,1.7
152,20220107,0800,1.1,0.0,37.0,0.0,2.0
153,20220107,0900,0.1,0.0,43.0,0.0,2.3
154,20220107,1000,-0.6,0.0,46.0,0.0,1.6
155,20220107,1100,-1.2,0.0,52.0,0.0,2.1
156,20220107,1200,-2.0,0.0,54.0,0.0,1.2
157,20220107,1300,-2.4,0.0,54.0,0.0,1.1
158,20220107,1400,-2.8,0.0,54.0,0.0,0.7
159,20220107,1500,-3.0,0.0,52.0,0.0,0.4
160,20220107,1600,-3.2,0.0,54.0,0.0,0.3
161,20220107,1700,-3.7,0.0,54.0,0.0,1.2
162,20220107,1800,-3.9,0.0,55.0,0.0,2.2
163,20220107,1900,-4.3,0.0,57.0,0.0,2.0
164,20220107,2000,-4.7,0.0,60.0,0.0,2.5
165,20220107,2100,-4.8,0.0,60.0,0.0,2.0
166,20220107,2200,-4.7,0.0,62.0,0.0,2.3
167,20220107,2300,-3.5,0.0,60.0,0.0,1.5
168,20220108,0000,-1.7,0.0,57.0,0.0,2.3
169,20220108,0100,-0.3,0.0,52.0,0.0,1.9
170,20220108,0200,1.3,0.0,51.0,0.0,1.2
171,20220108,0300,2.5,0.0,52.0,0.0,1.1
172,20220108,0400,3.2,0.0,54.0,0.0,1.0
173,20220108,0500,3.2,0.0,64.0,0.0,1.5
174,20220108,0600,3.6,0.0,70.0,0.0,2.4
175,20220108,0700,3.6,0.0,72.0,0.0,2.1
176,20220108,0800,3.5,0.0,73.0,0.0,2.2
177,20220108,0900,3.6,0.0,74.0,0.0,2.4
178,20220108,1000,3.3,0.0,78.0,0.0,2.3
179,20220108,1100,3.4,0.0,78.0,0.0,1.0
180,20220108,1200,3.5,0.0,78.0,0.0,1.8
181,20220108,1300,3.5,0.0,78.0,0.0,1.6
182,20220108,1400,3.7,0.0,79.0,0.0,2.0
183,20220108,1500,3.4,0.0,82.0,0.0,2.0
184,20220108,1600,3.2,0.0,82.0,0.0,1.7
185,20220108,1700,2.1,0.0,83.0,0.0,2.0
186,20220108,1800,1.1,0.0,84.0,0.0,2.1
187,20220108,1900,0.2,0.0,86.0,0.0,1.4
188,20220108,2000,-0.3,0.0,88.0,0.0,2.3
189,20220108,2100,-0.8,0.0,89.0,0.0,2.0
190,20220108,2200,-0.5,0.0,90.0,0.0,2.2
191,20220108,2300,-0.5,0.0,90.0,0.0,1.5
192,20220109,0000,-0.1,0.0,87.0,0.0,1.2
193,20220109,0100,1.8,0.0,79.0,0.0,1.7
194,20220109,0200,2.8,0.0,72.0,0.0,2.3
195,20220109,0300,3.5,0.0,65.0,0.0,1.7
196,20220109,0400,4.9,0.0,58.0,0.0,1.1
197,20220109,0500,5.3,0.0,50.0,0.0,1.7
198,20220109,0600,5.0,0.0,47.0,0.0,1.5
199,20220109,0700,3.2,0.0,51.0,0.0,1.9
200,20220109,0800,2.0,0.0,55.0,0.0,1.7
201,20220109,0900,1.1,0.0,59.0,0.0,1.7
202,20220109,1000,0.6,0.0,61.0,0.0,0.9
203,20220109,1100,-0.2,0.0,64.0,0.0,1.7
204,20220109,1200,-0.4,0.0,66.0,0.0,0.6
205,20220109,1300,-0.7,0.0,69.0,0.0,1.3
206,20220109,1400,-1.1,0.0,71.0,0.0,1.2
207,20220109,1500,-1.6,0.0,75.0,0.0,1.3
208,20220109,1600,-1.7,0.0,75.0,0.0,0.9
209,20220109,1700,-1.8,0.0,77.0,0.0,1.4
210,20220109,1800,-2.1,0.0,77.0,0.0,0.4
211,20220109,1900,-2.8,0.0,79.0,0.0,2.0
212,20220109,2000,-3.1,0.0,81.0,0.0,2.0
213,20220109,2100,-3.2,0.0,83.0,0.0,2.1
214,20220109,2200,-3.3,0.0,84.0,0.0,2.5
215,20220109,2300,-2.4,0.0,83.0,0.0,1.8
216,20220110,0000,-0.4,0.0,76.0,0.0,1.9
217,20220110,0100,2.2,0.0,67.0,0.0,2.0
218,20220110,0200,4.3,0.0,55.0,0.0,1.7
219,20220110,0300,4.1,0.0,51.0,0.0,2.5
220,20220110,0400,4.2,0.0,43.0,0.0,2.6
221,20220110,0500,3.9,0.0,39.0,0.0,2.9
222,20220110,0600,3.4,0.0,47.0,0.0,2.3
223,20220110,0700,2.8,0.0,53.0,0.0,2.0
224,20220110,0800,2.2,0.0,55.0,0.0,2.0
225,20220110,0900,2.0,0.0,58.0,0.0,2.2
226,20220110,1000,1.7,0.0,54.0,0.0,2.2
227,20220110,1100,1.3,0.0,61.0,0.0,2.0
228,20220110,1200,0.9,0.0,69.0,0.0,2.8
229,20220110,1300,0.2,0.5,85.0,3.0,1.1
230,20220110,1400,0.0,0.5,91.0,0.0,4.6
231,20220110,1500,-1.6,0.1,70.0,0.0,5.3
232,20220110,1600,-3.2,0.0,70.0,0.0,4.7
233,20220110,1700,-4.4,0.0,74.0,0.0,4.4
234,20220110,1800,-6.2,0.0,67.0,0.0,4.4
235,20220110,1900,-7.2,0.0,68.0,0.0,4.0
236,20220110,2000,-8.0,0.0,66.0,0.0,4.5
237,20220110,2100,-8.7,0.0,62.0,0.0,4.2
238,20220110,2200,-9.3,0.0,62.0,0.0,3.0
239,20220110,2300,-8.9,0.0,60.0,0.0,3.4
240,20220111,0000,-8.3,0.0,52.0,0.0,4.7
241,20220111,0100,-7.2,0.0,50.0,0.0,4.5
242,20220111,0200,-6.4,0.0,49.0,0.0,4.0
243,20220111,0300,-5.6,0.0,45.0,0.0,4.0
244,20220111,0400,-5.2,0.0,42.0,0.0,4.3
245,20220111,0500,-5.0,0.0,41.0,0.0,5.6
246,20220111,0600,-4.9,0.0,40.0,0.0,4.1
247,20220111,0700,-5.9,0.0,44.0,0.0,3.9
248,20220111,0800,-6.8,0.0,49.0,0.0,3.3
249,20220111,0900,-7.7,0.0,49.0,0.0,4.3
250,20220111,1000,-8.5,0.0,53.0,0.0,3.1
251,20220111,1100,-9.1,0.0,54.0,0.0,3.4
252,20220111,1200,-9.7,0.0,56.0,0.0,2.5
253,20220111,1300,-10.0,0.0,55.0,0.0,2.1
254,20220111,1400,-10.2,0.0,57.0,0.0,1.8
255,20220111,1500,-10.6,0.0,59.0,0.0,1.6
256,20220111,1600,-11.1,0.0,62.0,0.0,2.1
257,20220111,1700,-11.2,0.0,64.0,0.0,1.4
258,20220111,1800,-11.1,0.0,61.0,0.0,1.8
259,20220111,1900,-11.0,0.0,59.0,0.0,2.1
260,20220111,2000,-10.9,0.0,59.0,0.0,2.5
261,20220111,2100,-11.2,0.0,59.0,0.0,1.7
262,20220111,2200,-11.0,0.0,59.0,0.0,1.8
263,20220111,2300,-9.8,0.0,53.0,0.0,2.4
264,20220112,0000,-8.6,0.0,47.0,0.0,4.0
265,20220112,0100,-7.2,0.0,43.0,0.0,2.8
266,20220112,0200,-6.0,0.0,41.0,0.0,2.9
267,20220112,0300,-4.6,0.0,40.0,0.0,2.4
268,20220112,0400,-4.2,0.0,37.0,0.0,3.6
269,20220112,0500,-3.7,0.0,36.0,0.0,3.7
270,20220112,0600,-3.9,0.0,37.0,0.0,3.3
271,20220112,0700,-4.6,0.0,39.0,0.0,2.2
272,20220112,0800,-5.2,0.0,43.0,0.0,2.5
273,20220112,0900,-5.5,0.0,46.0,0.0,2.9
274,20220112,1000,-5.7,0.0,44.0,0.0,2.6
275,20220112,1100,-5.8,0.0,42.0,0.0,3.0
276,20220112,1200,-6.2,0.0,45.0,0.0,1.9
277,20220112,1300,-6.7,0.0,46.0,0.0,1.6
278,20220112,1400,-7.2,0.0,46.0,0.0,1.8
279,20220112,1500,-7.1,0.0,46.0,0.0,0.9
280,20220112,1600,-7.2,0.0,45.0,0.0,0.8
281,20220112,1700,-6.9,0.0,45.0,0.0,1.6
282,20220112,1800,-7.2,0.0,45.0,0.0,1.8
283,20220112,1900,-7.4,0.0,49.0,0.0,1.2
284,20220112,2000,-6.8,0.0,53.0,0.0,2.2
285,20220112,2100,-7.0,0.0,52.0,0.0,2.4
286,20220112,2200,-7.1,0.0,49.0,0.0,4.3
287,20220112,2300,-6.4,0.0,47.0,0.0,4.0
288,20220113,0000,-5.4,0.0,46.0,0.0,4.6
289,20220113,0100,-4.9,0.0,44.0,0.0,4.9
290,20220113,0200,-4.3,0.0,37.0,0.0,5.4
291,20220113,0300,-4.3,0.0,33.0,0.0,6.8
292,20220113,0400,-3.3,0.0,33.0,0.0,5.0
293,20220113,0500,-3.4,0.0,32.0,0.0,5.9
294,20220113,0600,-3.9,0.0,37.0,0.0,4.4
295,20220113,0700,-5.2,0.0,41.0,0.0,5.3
296,20220113,0800,-6.3,0.0,45.0,0.0,4.6
297,20220113,0900,-6.9,0.0,48.0,0.0,3.6
298,20220113,1000,-7.4,0.0,50.0,0.0,3.1
299,20220113,1100,-7.7,0.0,50.0,0.0,2.7
300,20220113,1200,-8.1,0.0,50.0,0.0,1.3
301,20220113,1300,-8.5,0.0,51.0,0.0,0.7
302,20220113,1400,-9.0,0.0,51.0,0.0,0.6
303,20220113,1500,-9.1,0.0,54.0,0.0,1.8
304,20220113,1600,-9.2,0.0,53.0,0.0,1.4
305,20220113,1700,-9.6,0.0,53.0,0.0,1.1
306,20220113,1800,-9.8,0.0,54.0,0.0,0.8
307,20220113,1900,-9.3,0.0,52.0,0.0,2.2
308,20220113,2000,-9.6,0.0,53.0,0.0,2.5
309,20220113,2100,-9.7,0.0,54.0,0.0,2.2
310,20220113,2200,-10.0,0.0,56.0,0.0,1.0
311,20220113,2300,-8.5,0.0,50.0,0.0,2.5
312,20220114,0000,-6.2,0.0,42.0,0.0,0.7
313,20220114,0100,-3.6,0.0,38.0,0.0,1.2
314,20220114,0200,-1.4,0.0,34.0,0.0,1.4
315,20220114,0300,-0.2,0.0,30.0,0.0,2.4
316,20220114,0400,0.5,0.0,29.0,0.0,2.6
317,20220114,0500,0.9,0.0,26.0,0.0,2.5
318,20220114,0600,0.8,0.0,25.0,0.0,1.5
319,20220114,0700,-0.5,0.0,28.0,0.0,2.2
320,20220114,0800,-1.8,0.0,32.0,0.0,1.5
321,20220114,0900,-2.7,0.0,34.0,0.0,1.6
322,20220114,1000,-2.9,0.0,41.0,0.0,2.8
323,20220114,1100,-3.1,0.0,41.0,0.0,2.0
324,20220114,1200,-3.6,0.0,41.0,0.0,1.4
325,20220114,1300,-3.8,0.0,43.0,0.0,1.6
326,20220114,1400,-4.0,0.0,44.0,0.0,1.7
327,20220114,1500,-4.1,0.0,47.0,0.0,2.1
328,20220114,1600,-4.4,0.0,46.0,0.0,2.3
329,20220114,1700,-4.8,0.0,47.0,0.0,1.8
330,20220114,1800,-5.1,0.0,50.0,0.0,2.3
331,20220114,1900,-5.0,0.0,52.0,0.0,1.9
332,20220114,2000,-4.8,0.0,54.0,0.0,2.2
333,20220114,2100,-4.4,0.0,51.0,0.0,2.4
334,20220114,2200,-4.1,0.0,49.0,0.0,2.6
335,20220114,2300,-3.5,0.0,46.0,0.0,1.4
336,20220115,0000,-1.9,0.0,44.0,0.0,2.4
337,20220115,0100,0.1,0.0,43.0,0.0,2.7
338,20220115,0200,0.4,0.0,42.0,0.0,2.6
339,20220115,0300,0.9,0.0,43.0,0.0,1.5
340,20220115,0400,1.0,0.0,44.0,0.0,2.2
341,20220115,0500,1.4,0.0,44.0,0.0,1.9
342,20220115,0600,1.7,0.0,44.0,0.0,1.9
343,20220115,0700,1.5,0.0,44.0,0.0,2.0
344,20220115,0800,1.4,0.0,48.0,0.0,2.3
345,20220115,0900,1.3,0.0,49.0,0.0,2.3
346,20220115,1000,1.3,0.0,51.0,0.0,1.5
347,20220115,1100,1.3,0.0,52.0,0.0,1.8
348,20220115,1200,1.4,0.0,53.0,0.0,1.7
349,20220115,1300,1.3,0.0,55.0,0.0,0.1
350,20220115,1400,1.3,0.0,56.0,0.0,2.1
351,20220115,1500,1.8,0.0,70.0,0.0,1.5
352,20220115,1600,2.3,0.0,72.0,0.0,1.8
353,20220115,1700,2.4,0.0,73.0,0.0,1.3
354,20220115,1800,2.3,0.0,79.0,0.0,3.5
355,20220115,1900,1.0,0.0,77.0,0.0,3.2
356,20220115,2000,-0.2,0.0,75.0,0.0,4.1
357,20220115,2100,-1.2,0.0,80.0,0.0,2.1
358,20220115,2200,-2.7,0.0,74.0,0.0,3.9
359,20220115,2300,-3.5,0.0,71.0,0.0,3.6
360,20220116,0000,-3.0,0.0,60.0,0.0,4.5
361,20220116,0100,-2.6,0.0,50.0,0.0,3.7
362,20220116,0200,-0.8,0.0,44.0,0.0,2.9
363,20220116,0300,0.0,0.0,35.0,0.0,3.6
364,20220116,0400,0.2,0.0,30.0,0.0,4.5
365,20220116,0500,0.5,0.0,38.0,0.0,4.7
366,20220116,0600,-0.1,0.0,39.0,0.0,4.5
367,20220116,0700,-1.5,0.0,40.0,0.0,3.4
368,20220116,0800,-2.5,0.0,44.0,0.0,3.4
369,20220116,0900,-3.2,0.0,37.0,0.0,3.1
370,20220116,1000,-3.9,0.0,34.0,0.0,3.3
371,20220116,1100,-4.6,0.0,37.0,0.0,3.0
372,20220116,1200,-5.5,0.0,45.0,0.0,4.0
373,20220116,1300,-6.6,0.0,51.0,0.0,3.1
374,20220116,1400,-7.3,0.0,55.0,0.0,1.5
375,20220116,1500,-8.0,0.0,58.0,0.0,1.9
376,20220116,1600,-8.5,0.0,59.0,0.0,1.6
377,20220116,1700,-8.5,0.0,60.0,0.0,0.9
378,20220116,1800,-9.0,0.0,59.0,0.0,1.6
379,20220116,1900,-9.0,0.0,59.0,0.0,1.4
380,20220116,2000,-9.0,0.0,61.0,0.0,0.3
381,20220116,2100,-9.0,0.0,59.0,0.0,0.9
382,20220116,2200,-8.6,0.0,59.0,0.0,0.1
383,20220116,2300,-7.2,0.0,55.0,0.0,1.6
384,20220117,0000,-4.2,0.0,50.0,0.0,2.1
385,20220117,0100,-2.5,0.0,41.0,0.0,2.8
386,20220117,0200,-1.4,0.0,40.0,0.0,2.5
387,20220117,0300,0.1,0.0,43.0,0.0,1.5
388,20220117,0400,-1.3,0.0,62.0,0.0,3.5
389,20220117,0500,-2.2,0.2,78.0,3.0,2.9
390,20220117,0600,-2.2,0.0,76.0,0.0,3.3
391,20220117,0700,-2.5,0.0,77.0,0.0,3.7
392,20220117,0800,-3.4,0.3,82.0,0.0,2.5
393,20220117,0900,-4.4,0.0,57.0,0.0,3.1
394,20220117,1000,-5.3,0.0,51.0,0.0,3.4
395,20220117,1100,-5.9,0.0,51.0,0.0,3.1
396,20220117,1200,-6.7,0.0,51.0,0.0,1.3
397,20220117,1300,-7.4,0.0,54.0,0.0,1.5
398,20220117,1400,-7.8,0.0,57.0,0.0,0.9
399,20220117,1500,-7.5,0.0,56.0,0.0,2.1
400,20220117,1600,-7.8,0.0,56.0,0.0,2.1
401,20220117,1700,-8.5,0.0,58.0,0.0,0.9
402,20220117,1800,-8.6,0.0,59.0,0.0,2.3
403,20220117,1900,-9.2,0.0,61.0,0.0,1.0
404,20220117,2000,-9.5,0.0,63.0,0.0,1.6
405,20220117,2100,-9.6,0.0,60.0,0.0,1.9
406,20220117,2200,-9.5,0.0,60.0,0.0,1.9
407,20220117,2300,-8.5,0.0,55.0,0.0,2.5
408,20220118,0000,-6.6,0.0,50.0,0.0,3.2
409,20220118,0100,-4.8,0.0,44.0,0.0,2.7
410,20220118,0200,-3.2,0.0,37.0,0.0,2.6
411,20220118,0300,-2.2,0.0,31.0,0.0,2.7
412,20220118,0400,-1.5,0.0,29.0,0.0,2.9
413,20220118,0500,-0.8,0.0,28.0,0.0,3.4
414,20220118,0600,-1.0,0.0,30.0,0.0,2.7
415,20220118,0700,-2.2,0.0,32.0,0.0,2.7
416,20220118,0800,-3.2,0.0,34.0,0.0,2.3
417,20220118,0900,-3.7,0.0,41.0,0.0,2.2
418,20220118,1000,-4.1,0.0,49.0,0.0,2.6
419,20220118,1100,-4.7,0.0,52.0,0.0,1.8
420,20220118,1200,-5.2,0.0,54.0,0.0,1.4
421,20220118,1300,-5.2,0.0,57.0,0.0,1.7
422,20220118,1400,-5.3,0.0,56.0,0.0,1.7
423,20220118,1500,-5.8,0.0,53.0,0.0,1.3
424,20220118,1600,-6.3,0.0,52.0,0.0,1.3
425,20220118,1700,-6.2,0.0,56.0,0.0,1.5
426,20220118,1800,-6.3,0.0,58.0,0.0,1.8
427,20220118,1900,-6.6,0.0,60.0,0.0,2.2
428,20220118,2000,-6.5,0.0,61.0,0.0,1.9
429,20220118,2100,-6.5,0.0,62.0,0.0,2.4
430,20220118,2200,-5.5,0.0,61.0,0.0,2.5
431,20220118,2300,-4.5,0.0,59.0,0.0,1.4
432,20220119,0000,-4.4,0.4,83.0,3.0,2.2
433,20220119,0100,-3.9,0.5,86.0,3.0,2.1
434,20220119,0200,-3.2,0.2,86.0,0.0,2.2
435,20220119,0300,-3.2,0.3,85.0,3.0,1.6
436,20220119,0400,-3.0,0.1,85.0,3.0,1.5
437,20220119,0500,-3.0,0.2,87.0,0.0,2.0
438,20220119,0600,-2.7,0.0,82.0,0.0,2.2
439,20220119,0700,-3.1,0.0,81.0,0.0,2.7
440,20220119,0800,-4.0,0.0,70.0,0.0,3.6
441,20220119,0900,-4.9,0.0,69.0,0.0,3.4
442,20220119,1000,-5.9,0.0,70.0,0.0,2.5
443,20220119,1100,-6.6,0.0,74.0,0.0,2.8
444,20220119,1200,-7.1,0.0,75.0,0.0,1.7
445,20220119,1300,-7.2,0.0,77.0,0.0,3.2
446,20220119,1400,-7.6,0.0,77.0,0.0,2.1
447,20220119,1500,-8.4,0.0,79.0,0.0,1.3
448,20220119,1600,-8.7,0.0,81.0,0.0,1.3
449,20220119,1700,-9.3,0.0,79.0,0.0,1.2
450,20220119,1800,-9.3,0.0,83.0,0.0,1.1
451,20220119,1900,-9.3,0.0,81.0,0.0,1.1
452,20220119,2000,-9.6,0.0,83.0,0.0,0.6
453,20220119,2100,-9.6,0.0,83.0,0.0,2.8
454,20220119,2200,-9.2,0.0,81.0,0.0,1.2
455,20220119,2300,-8.0,0.0,79.0,0.0,1.6
456,20220120,0000,-4.9,0.0,69.0,0.0,1.0
457,20220120,0100,-2.6,0.0,57.0,0.0,2.2
458,20220120,0200,-1.0,0.0,51.0,0.0,1.5
459,20220120,0300,-0.1,0.0,54.0,0.0,2.8
460,20220120,0400,0.2,0.0,52.0,0.0,1.9
461,20220120,0500,0.2,0.0,47.0,0.0,2.8
462,20220120,0600,0.5,0.0,44.0,0.0,3.0
463,20220120,0700,-0.6,0.0,45.0,0.0,2.5
464,20220120,0800,-1.7,0.0,51.0,0.0,2.3
465,20220120,0900,-2.3,0.0,53.0,0.0,4.1
466,20220120,1000,-2.8,0.0,54.0,0.0,2.8
467,20220120,1100,-3.8,0.0,54.0,0.0,1.6
468,20220120,1200,-4.6,0.0,60.0,0.0,0.8
